Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
12/05/2016 12:23,12/05/2016 13:39,EURUSD,Sell,0.32,1.07120,1.06870,0.0000,0.0000,25.0,80.00,2.13,00:01:15:42,100.0,1h 15m,6.0,0.04,25.0,80.0,0.0,0.0,100.0,100.0,0.00,0.00
12/05/2016 12:17,12/05/2016 13:39,EURUSD,Sell,0.16,1.06870,1.06870,0.0000,0.0000,0.0,0.00,0.00,00:01:21:48,0.0,0s,16.0,16.00,0.0,0.0,-16.0,-0.0,0.0,100.0,0.00,0.00
12/05/2016 08:35,12/05/2016 13:39,EURUSD,Sell,0.02,1.06100,1.06870,0.0000,0.0000,-77.0,-15.40,-0.40,00:05:04:19,0.0,0s,97.8,98.04,0.0,0.0,-97.8,-19.560000000000002,0.0,21.3,-77.00,-15.40
12/05/2016 09:15,12/05/2016 13:39,EURUSD,Sell,0.04,1.06350,1.06870,0.0000,0.0000,-52.0,-20.80,-0.55,00:04:24:21,5.9,15m,74.5,42.92,1.7,0.68,-72.8,-29.12,2.3,27.9,-53.70,-21.48
12/05/2016 09:27,12/05/2016 13:39,EURUSD,Sell,0.08,1.06600,1.06870,0.0000,0.0000,-27.0,-21.60,-0.57,00:04:11:24,53.0,2h 13m,74.5,1.79,26.7,21.36,-47.8,-38.24,35.8,27.9,-53.70,-42.96
12/05/2016 04:25,12/05/2016 08:14,EURUSD,Buy,0.02,1.05430,1.05880,0.0000,0.0000,45.0,9.00,0.24,00:03:49:31,100.0,3h 49m,11.4,0.02,45.2,9.040000000000001,0.0,0.0,100.0,99.6,-0.20,-0.04
12/05/2016 00:16,12/05/2016 00:55,EURUSD,Buy,0.04,1.05290,1.05740,0.0000,0.0000,45.0,18.00,0.47,00:00:38:36,,,,,,,,,,,,
12/05/2016 00:05,12/05/2016 00:55,EURUSD,Buy,0.02,1.05540,1.05740,0.0000,0.0000,20.0,4.00,0.11,00:00:50:21,,,,,,,,,,,,
12/02/2016 16:19,12/05/2016 00:00,EURUSD,Sell,0.02,1.06630,1.05460,0.0000,0.0100,117.0,23.41,0.62,02:07:40:59,6.3,3h 30m,16.7,0.11,129.3,25.860000000000003,-14.6,-2.92,89.9,91.5,-12.30,-2.46
12/02/2016 02:10,12/02/2016 14:51,EURUSD,Sell,0.04,1.06720,1.06270,0.0000,0.0000,45.0,18.00,0.48,00:12:40:18,63.2,8h 0m,25.2,0.37,45.0,18.0,-16.6,-6.640000000000001,73.1,100.0,0.00,0.00
12/01/2016 20:05,12/02/2016 14:51,EURUSD,Sell,0.02,1.06470,1.06270,0.0000,0.0100,20.0,4.01,0.11,00:18:45:50,20.0,3h 45m,43.3,2.08,20.0,4.0,-41.6,-8.32,32.5,100.0,0.00,0.00
12/01/2016 16:25,12/01/2016 17:34,EURUSD,Buy,0.02,1.05870,1.06320,0.0000,0.0000,45.0,9.00,0.24,00:01:09:11,100.0,1h 9m,5.6,0.02,45.0,9.0,0.0,0.0,100.0,100.0,0.00,0.00
12/01/2016 11:00,12/01/2016 16:00,EURUSD,Sell,0.04,1.06350,1.05900,0.0000,0.0000,45.0,18.00,0.48,00:04:59:16,100.0,4h 59m,16.5,0.02,45.0,18.0,0.0,0.0,100.0,100.0,0.00,0.00
12/01/2016 06:25,12/01/2016 16:00,EURUSD,Sell,0.02,1.06100,1.05900,0.0000,0.0000,20.0,4.00,0.11,00:09:35:10,14.8,1h 25m,25.9,1.08,20.0,4.0,-21.6,-4.32,48.1,100.0,0.00,0.00
11/30/2016 17:17,12/01/2016 02:11,EURUSD,Buy,0.08,1.05570,1.06020,0.0000,-1.1400,45.0,34.86,0.95,00:08:53:39,100.0,8h 53m,15.7,0.02,45.0,36.0,0.0,0.0,100.0,100.0,0.00,0.00
11/30/2016 17:04,12/01/2016 02:11,EURUSD,Buy,0.04,1.05820,1.06020,0.0000,-0.5700,20.0,7.43,0.20,00:09:06:45,90.0,8h 12m,15.7,0.77,20.0,8.0,-15.3,-6.120000000000001,56.7,100.0,0.00,0.00
11/30/2016 15:10,12/01/2016 02:11,EURUSD,Buy,0.02,1.06070,1.06020,0.0000,-0.2900,-5.0,-1.29,-0.04,00:11:00:54,4.6,30m,44.4,9.83,4.1,0.82,-40.3,-8.06,9.2,79.5,-9.10,-1.82
11/29/2016 22:16,11/30/2016 15:09,EURUSD,Sell,0.04,1.06520,1.06070,0.0000,0.0300,45.0,18.03,0.49,00:16:52:37,85.2,14h 22m,41.7,0.26,47.2,18.880000000000003,-12.2,-4.88,79.5,96.3,-2.20,-0.88
11/29/2016 16:55,11/30/2016 15:09,EURUSD,Sell,0.02,1.06270,1.06070,0.0000,0.0100,20.0,4.01,0.11,00:22:14:20,10.2,2h 16m,57.2,1.68,22.2,4.44,-37.2,-7.440000000000001,37.4,96.3,-2.20,-0.44
11/28/2016 13:36,11/29/2016 16:52,EURUSD,Buy,0.08,1.05860,1.06310,0.0000,-0.3800,45.0,35.62,0.99,01:03:15:56,79.9,21h 47m,42.9,0.39,45.0,36.0,-17.7,-14.16,71.8,100.0,0.00,0.00
11/28/2016 12:27,11/29/2016 16:52,EURUSD,Buy,0.04,1.06110,1.06310,0.0000,-0.1900,20.0,7.81,0.22,01:04:24:58,15.0,4h 15m,42.9,2.14,20.0,8.0,-42.7,-17.080000000000002,31.9,100.0,0.00,0.00
11/28/2016 11:05,11/29/2016 16:52,EURUSD,Buy,0.02,1.06360,1.06310,0.0000,-0.1000,-5.0,-1.10,-0.03,01:05:47:27,0.0,0s,67.7,68.03,0.0,0.0,-67.7,-13.540000000000001,0.0,92.6,-5.00,-1.00
11/28/2016 03:16,11/28/2016 11:01,EURUSD,Sell,0.32,1.06640,1.06370,0.0000,0.0000,27.0,86.40,2.45,00:07:45:12,90.4,7h 0m,19.8,0.11,27.3,87.36000000000001,-3.0,-9.600000000000001,90.1,99.0,-0.30,-0.96
11/28/2016 02:15,11/28/2016 11:01,EURUSD,Sell,0.16,1.06370,1.06370,0.0000,0.0000,0.0,0.00,0.00,00:08:45:32,2.9,15m,33.7,112.36,0.3,0.0,-33.7,-0.0,0.9,99.1,-0.30,0.00
11/24/2016 09:45,11/28/2016 11:01,EURUSD,Sell,0.02,1.05610,1.06370,0.0000,0.0200,-76.0,-15.18,-0.42,04:01:16:27,11.6,11h 17m,128.5,5.84,18.8,3.7600000000000002,-109.7,-21.94,14.6,26.2,-94.80,-18.96
11/25/2016 09:37,11/28/2016 11:01,EURUSD,Sell,0.08,1.06120,1.06370,0.0000,0.0500,-25.0,-19.95,-0.56,03:01:23:46,84.7,2d 14h ,87.7,2.02,29.0,23.200000000000003,-58.7,-46.96000000000001,33.1,38.4,-54.00,-43.20
11/25/2016 08:06,11/28/2016 11:01,EURUSD,Sell,0.04,1.05860,1.06370,0.0000,0.0300,-51.0,-20.37,-0.57,03:02:54:57,0.7,31m,87.7,28.25,3.0,1.2000000000000002,-84.7,-33.88,3.4,38.4,-54.00,-21.60
11/24/2016 09:09,11/24/2016 09:43,EURUSD,Buy,0.04,1.05200,1.05650,0.0000,0.0000,45.0,18.00,0.51,00:00:34:07,,,,,,,,,,,,
11/23/2016 20:05,11/24/2016 09:43,EURUSD,Buy,0.02,1.05450,1.05650,0.0000,-0.2900,20.0,3.71,0.10,00:13:38:30,38.9,5h 18m,27.3,0.78,20.0,4.0,-15.6,-3.12,56.2,100.0,0.00,0.00
11/23/2016 16:31,11/23/2016 17:32,EURUSD,Buy,0.16,1.05270,1.05520,0.0000,0.0000,25.0,40.00,1.14,00:01:00:22,100.0,1h 0m,3.9,0.03,28.9,46.24,0.0,0.0,100.0,86.5,-3.90,-6.24
11/23/2016 15:02,11/23/2016 17:32,EURUSD,Buy,0.08,1.05520,1.05520,0.0000,0.0000,0.0,0.00,0.00,00:02:29:27,30.0,44m,21.2,4.98,3.9,0.0,-19.4,-0.0,16.7,83.3,-3.90,0.00
11/23/2016 14:31,11/23/2016 17:32,EURUSD,Buy,0.04,1.05770,1.05520,0.0000,0.0000,-25.0,-10.00,-0.28,00:03:00:32,0.0,0s,44.4,44.44,0.0,0.0,-44.4,-17.76,0.0,43.7,-25.00,-10.00
11/22/2016 16:27,11/23/2016 17:32,EURUSD,Buy,0.02,1.06020,1.05520,0.0000,-0.1000,-50.0,-10.10,-0.29,01:01:04:24,84.2,21h 6m,106.6,1.87,37.2,7.440000000000001,-69.4,-13.880000000000003,34.9,18.2,-87.20,-17.44
11/22/2016 01:27,11/22/2016 16:27,EURUSD,Sell,0.02,1.06470,1.06020,0.0000,0.0000,45.0,9.00,0.26,00:15:00:09,95.0,14h 15m,42.8,0.13,46.4,9.28,-6.2,-1.2400000000000002,88.2,97.3,-1.40,-0.28
11/21/2016 17:40,11/22/2016 01:27,EURUSD,Buy,0.02,1.06030,1.06480,0.0000,-0.1000,45.0,8.90,0.25,00:07:47:28,80.7,6h 17m,17.2,0.27,45.0,9.0,-12.1,-2.42,78.8,100.0,0.00,0.00
11/21/2016 10:05,11/21/2016 17:38,EURUSD,Sell,0.04,1.06470,1.06020,0.0000,0.0000,45.0,18.00,0.51,00:07:33:03,100.0,7h 33m,19.8,0.02,45.0,18.0,0.0,0.0,100.0,100.0,0.00,0.00
11/21/2016 08:23,11/21/2016 17:38,EURUSD,Sell,0.02,1.06220,1.06020,0.0000,0.0000,20.0,4.00,0.11,00:09:15:04,13.6,1h 15m,21.3,1.07,20.0,4.0,-21.3,-4.260000000000001,48.4,100.0,0.00,0.00
11/18/2016 16:40,11/21/2016 08:23,EURUSD,Buy,0.02,1.05770,1.06220,0.0000,-0.1000,45.0,8.90,0.26,02:15:43:14,99.7,2d 15h ,22.3,0.06,47.1,9.42,-3.0,-0.6000000000000001,94.0,95.8,-2.10,-0.42
11/18/2016 11:35,11/18/2016 16:37,EURUSD,Sell,0.02,1.06190,1.05740,0.0000,0.0000,45.0,9.00,0.26,00:05:02:14,60.0,3h 1m,14.8,0.32,45.7,9.14,-14.8,-2.9600000000000004,75.5,98.8,-0.70,-0.14
11/18/2016 02:27,11/18/2016 11:28,EURUSD,Buy,0.32,1.05910,1.06160,0.0000,0.0000,25.0,80.00,2.36,00:09:01:22,88.9,8h 1m,21.8,0.22,26.7,85.44,-5.8,-18.56,82.2,94.8,-1.70,-5.44
11/18/2016 01:22,11/18/2016 11:28,EURUSD,Buy,0.16,1.06160,1.06160,0.0000,0.0000,0.0,0.00,0.00,00:10:05:27,5.0,30m,30.8,18.15,1.7,0.0,-30.8,-0.0,5.2,94.8,-1.70,0.00
11/17/2016 14:46,11/18/2016 11:28,EURUSD,Buy,0.02,1.06910,1.06160,0.0000,-0.1000,-75.0,-15.10,-0.44,00:20:42:21,0.0,0s,105.8,106.38,0.0,0.0,-105.8,-21.16,0.0,29.1,-75.00,-15.00
11/17/2016 18:44,11/18/2016 11:28,EURUSD,Buy,0.08,1.06410,1.06160,0.0000,-0.3800,-25.0,-20.38,-0.60,00:16:43:54,0.0,0s,55.8,55.87,0.0,0.0,-55.8,-44.64,0.0,55.2,-25.00,-20.00
11/17/2016 16:46,11/18/2016 11:28,EURUSD,Buy,0.04,1.06660,1.06160,0.0000,-0.1900,-50.0,-20.19,-0.59,00:18:41:55,0.0,0s,80.8,81.30,0.0,0.0,-80.8,-32.32,0.0,38.1,-50.00,-20.00
11/17/2016 12:25,11/17/2016 14:45,EURUSD,Sell,0.02,1.07370,1.06920,0.0000,0.0000,45.0,9.00,0.26,00:02:20:31,80.0,1h 52m,3.6,0.04,48.6,9.72,-1.9,-0.38,96.2,92.9,-3.60,-0.72
11/16/2016 13:07,11/17/2016 12:24,EURUSD,Buy,0.08,1.06910,1.07360,0.0000,-1.1400,45.0,34.86,1.02,00:23:17:11,76.1,17h 43m,42.4,0.43,46.8,37.44,-20.2,-16.16,69.9,97.3,-1.80,-1.44
11/15/2016 19:56,11/17/2016 12:24,EURUSD,Buy,0.04,1.07160,1.07360,0.0000,-0.7600,20.0,7.24,0.21,01:16:28:50,40.8,16h 30m,85.9,1.11,40.7,16.28,-45.2,-18.080000000000002,47.4,75.9,-20.70,-8.28
11/15/2016 14:40,11/17/2016 12:24,EURUSD,Buy,0.02,1.07410,1.07360,0.0000,-0.3900,-5.0,-1.39,-0.04,01:21:44:46,13.2,6h 2m,85.9,4.47,15.7,3.14,-70.2,-14.040000000000001,18.3,75.9,-20.70,-4.14
11/15/2016 09:28,11/15/2016 14:30,EURUSD,Sell,0.04,1.07940,1.07400,0.0000,0.0000,54.0,21.60,0.64,00:05:01:42,81.9,4h 7m,10.3,0.17,59.6,23.840000000000003,-10.3,-4.12,85.3,92.0,-5.60,-2.24
11/15/2016 01:51,11/15/2016 14:30,EURUSD,Sell,0.02,1.07690,1.07400,0.0000,0.0000,29.0,5.80,0.17,00:12:38:39,57.7,7h 17m,56.3,1.03,34.6,6.920000000000001,-35.6,-7.120000000000001,49.3,92.0,-5.60,-1.12
11/14/2016 15:39,11/15/2016 01:21,EURUSD,Buy,0.04,1.07230,1.07680,0.0000,-0.1900,45.0,17.81,0.53,00:09:42:49,84.3,8h 11m,33.8,0.08,45.0,18.0,-3.4,-1.36,93.0,100.0,0.00,0.00
11/14/2016 15:15,11/15/2016 01:21,EURUSD,Buy,0.02,1.07480,1.07680,0.0000,-0.1000,20.0,3.90,0.12,00:10:06:52,20.0,2h 1m,33.8,1.57,20.0,4.0,-31.4,-6.28,38.9,100.0,0.00,0.00
11/14/2016 09:57,11/14/2016 12:45,EURUSD,Buy,0.08,1.07320,1.07770,0.0000,0.0000,45.0,36.00,1.09,00:02:47:55,100.0,2h 47m,7.2,0.02,52.2,41.760000000000005,0.0,0.0,100.0,86.2,-7.20,-5.76
11/14/2016 09:29,11/14/2016 12:45,EURUSD,Buy,0.04,1.07570,1.07770,0.0000,0.0000,20.0,8.00,0.24,00:03:16:04,71.5,2h 20m,9.8,0.36,27.2,10.88,-9.8,-3.9200000000000004,73.5,80.5,-7.20,-2.88
11/14/2016 06:20,11/14/2016 12:45,EURUSD,Buy,0.02,1.07820,1.07770,0.0000,0.0000,-5.0,-1.00,-0.03,00:06:25:31,38.5,2h 28m,60.2,3.90,12.3,2.4600000000000004,-47.9,-9.58,20.4,71.3,-17.30,-3.46
11/14/2016 02:19,11/14/2016 04:08,EURUSD,Buy,0.16,1.07830,1.08080,0.0000,0.0000,25.0,40.00,1.22,00:01:48:54,,,,,,,,,,,,
11/14/2016 01:30,11/14/2016 04:08,EURUSD,Buy,0.08,1.08080,1.08080,0.0000,0.0000,0.0,0.00,0.00,00:02:37:21,0.0,0s,11.5,11.51,0.0,0.0,-11.5,-0.0,0.0,100.0,0.00,0.00
11/11/2016 17:56,11/14/2016 04:08,EURUSD,Buy,0.04,1.08330,1.08080,0.0000,-0.1900,-25.0,-10.19,-0.31,02:10:11:17,91.5,2d 5h ,72.8,1.72,26.8,10.72,-46.0,-18.400000000000002,36.8,28.8,-51.80,-20.72
11/11/2016 16:59,11/14/2016 04:08,EURUSD,Buy,0.02,1.08580,1.08080,0.0000,-0.1000,-50.0,-10.10,-0.31,02:11:08:39,82.4,2d ,72.8,39.53,1.8,0.36000000000000004,-71.0,-14.200000000000001,2.5,28.8,-51.80,-10.36
11/11/2016 14:15,11/11/2016 16:59,EURUSD,Sell,0.02,1.09030,1.08580,0.0000,0.0000,45.0,9.00,0.27,00:02:44:18,100.0,2h 44m,7.2,0.02,52.2,10.440000000000001,0.0,0.0,100.0,86.2,-7.20,-1.44
11/11/2016 11:05,11/11/2016 14:06,EURUSD,Buy,0.02,1.08590,1.09060,0.0000,0.0000,47.0,9.40,0.29,00:03:01:32,100.0,3h 1m,7.3,0.02,47.0,9.4,0.0,0.0,100.0,100.0,0.00,0.00
11/11/2016 04:10,11/11/2016 10:48,EURUSD,Sell,0.02,1.09140,1.08690,0.0000,0.0000,45.0,9.00,0.28,00:06:38:50,92.4,6h 8m,9.1,0.01,45.0,9.0,-0.6,-0.12,98.7,100.0,0.00,0.00
11/10/2016 13:30,11/11/2016 03:35,EURUSD,Buy,0.04,1.08720,1.09170,0.0000,-0.1900,45.0,17.81,0.55,00:14:05:02,92.9,13h 5m,34.6,0.07,45.0,18.0,-3.1,-1.2400000000000002,93.6,100.0,0.00,0.00
11/10/2016 10:50,11/11/2016 03:35,EURUSD,Buy,0.02,1.08970,1.09170,0.0000,-0.1000,20.0,3.90,0.12,00:16:45:12,29.5,4h 56m,37.9,1.41,20.0,4.0,-28.1,-5.620000000000001,41.6,100.0,0.00,0.00
11/10/2016 03:21,11/10/2016 10:48,EURUSD,Sell,0.02,1.09440,1.08990,0.0000,0.0000,45.0,9.00,0.28,00:07:26:20,86.7,6h 26m,19.1,0.02,49.7,9.940000000000001,-0.8,-0.16000000000000003,98.4,90.7,-4.70,-0.94
11/09/2016 21:51,11/10/2016 03:21,EURUSD,Buy,0.16,1.09180,1.09430,0.0000,-2.2800,25.0,37.72,1.18,00:05:29:26,72.8,3h 59m,9.7,0.34,26.0,41.6,-8.9,-14.240000000000002,74.5,97.1,-1.00,-1.60
11/09/2016 16:07,11/10/2016 03:21,EURUSD,Buy,0.08,1.09430,1.09430,0.0000,-1.1400,0.0,-1.14,-0.04,00:11:14:04,9.1,1h 1m,41.8,4.29,7.9,0.0,-33.9,-0.0,18.9,81.1,-7.90,0.00
11/09/2016 15:09,11/10/2016 03:21,EURUSD,Buy,0.02,1.09940,1.09430,0.0000,-0.2900,-51.0,-10.49,-0.33,00:12:11:35,0.0,0s,84.9,85.47,0.0,0.0,-84.9,-16.98,0.0,39.9,-51.00,-10.20
11/09/2016 15:30,11/10/2016 03:21,EURUSD,Buy,0.04,1.09690,1.09430,0.0000,-0.5700,-26.0,-10.97,-0.34,00:11:51:02,0.0,0s,59.9,60.24,0.0,0.0,-59.9,-23.96,0.0,56.6,-26.00,-10.40
11/02/2016 15:01,11/07/2016 16:00,EURUSD,Sell,0.64,1.11020,1.10470,0.0000,2.0100,55.0,354.01,12.37,05:00:59:14,77.3,3d 21h ,76.6,0.51,70.4,450.56000000000006,-35.7,-228.48000000000002,66.4,85.5,-15.40,-98.56
11/01/2016 16:24,11/07/2016 16:00,EURUSD,Sell,0.32,1.10470,1.10470,0.0000,1.2000,0.0,1.20,0.04,05:23:36:37,1.1,1h 34m,95.1,7.25,12.5,0.0,-90.6,-0.0,12.1,87.9,-12.50,0.00
10/28/2016 16:35,11/07/2016 16:00,EURUSD,Sell,0.02,1.09460,1.10470,0.0000,0.0900,-101.0,-20.11,-0.67,09:23:25:43,1.4,3h 21m,199.5,24.27,7.9,1.58,-191.6,-38.32,4.0,45.4,-108.90,-21.78
10/28/2016 19:29,11/07/2016 16:00,EURUSD,Sell,0.04,1.09720,1.10470,0.0000,0.2300,-75.0,-29.77,-1.00,09:20:31:19,11.1,1d 2h ,197.3,5.22,31.7,12.68,-165.6,-66.24,16.1,45.9,-106.70,-42.68
11/01/2016 12:45,11/07/2016 16:00,EURUSD,Sell,0.16,1.10220,1.10470,0.0000,0.6000,-25.0,-39.40,-1.36,06:03:15:33,0.6,53m,121.7,18.98,6.1,9.76,-115.6,-184.96,5.0,74.4,-31.10,-49.76
11/01/2016 10:28,11/07/2016 16:00,EURUSD,Sell,0.08,1.09970,1.10470,0.0000,0.3000,-50.0,-39.70,-1.35,06:05:32:06,0.4,35m,143.2,54.35,2.6,2.08,-140.6,-112.48,1.8,63.3,-52.60,-42.08
10/27/2016 03:12,10/28/2016 16:27,EURUSD,Buy,0.02,1.08990,1.09440,0.0000,-0.1000,45.0,8.90,0.30,01:13:14:34,81.3,1d 6h ,51.0,0.25,45.9,9.18,-11.6,-2.32,79.8,98.4,-0.90,-0.18
10/26/2016 15:33,10/27/2016 03:12,EURUSD,Sell,0.04,1.09430,1.08980,0.0000,0.0800,45.0,18.08,0.61,00:11:38:51,100.0,11h 38m,10.5,0.02,50.0,20.0,0.0,0.0,100.0,90.0,-5.00,-2.00
10/26/2016 10:01,10/27/2016 03:12,EURUSD,Sell,0.02,1.09180,1.08980,0.0000,0.0400,20.0,4.04,0.14,00:17:11:09,75.0,12h 53m,26.6,0.93,25.0,5.0,-23.2,-4.64,51.9,89.6,-5.00,-1.00
10/21/2016 14:53,10/26/2016 10:01,EURUSD,Buy,0.08,1.08740,1.09190,0.0000,-1.1400,45.0,34.86,1.19,04:19:07:20,85.3,4d 2h ,45.5,0.42,49.9,39.92,-20.9,-16.72,70.5,93.1,-4.90,-3.92
10/21/2016 04:26,10/26/2016 10:01,EURUSD,Buy,0.04,1.08990,1.09190,0.0000,-0.5700,20.0,7.43,0.25,05:05:34:49,5.6,7h 1m,55.7,1.84,24.9,9.96,-45.9,-18.36,35.2,93.1,-4.90,-1.96
10/20/2016 16:30,10/26/2016 10:01,EURUSD,Buy,0.02,1.09240,1.09190,0.0000,-0.4000,-5.0,-1.40,-0.05,05:17:31:06,5.1,7h 0m,91.5,3.44,20.6,4.12,-70.9,-14.180000000000001,22.5,72.0,-25.60,-5.12
10/20/2016 14:46,10/20/2016 14:56,EURUSD,Sell,0.02,1.10370,1.09920,0.0000,0.0000,45.0,9.00,0.31,00:00:09:58,,,,,,,,,,,,
10/14/2016 20:59,10/20/2016 14:46,EURUSD,Buy,0.64,1.09820,1.10370,0.0000,-18.2900,55.0,333.71,12.96,05:17:47:05,33.0,1d 21h ,76.6,0.67,55.0,352.0,-37.0,-236.8,59.8,100.0,0.00,0.00
10/12/2016 07:16,10/20/2016 14:46,EURUSD,Buy,0.32,1.10370,1.10370,0.0000,-15.2200,0.0,-15.22,-0.59,08:07:30:34,6.8,13h 33m,112.7,4.45,20.7,0.0,-92.0,-0.0,18.4,81.6,-20.70,0.00
10/10/2016 19:50,10/20/2016 14:46,EURUSD,Buy,0.02,1.11370,1.10370,0.0000,-1.1800,-100.0,-21.18,-0.77,09:18:56:00,1.5,3h 31m,196.5,42.74,4.5,0.9,-192.0,-38.400000000000006,2.3,46.8,-104.50,-20.90
10/11/2016 09:24,10/20/2016 14:46,EURUSD,Buy,0.04,1.11120,1.10370,0.0000,-2.0900,-75.0,-32.09,-1.18,09:05:22:16,0.0,0s,167.0,169.49,0.0,0.0,-167.0,-66.8,0.0,55.1,-75.00,-30.00
10/11/2016 16:56,10/20/2016 14:46,EURUSD,Buy,0.16,1.10620,1.10370,0.0000,-8.3600,-25.0,-48.36,-1.83,08:21:50:36,0.3,38m,124.2,16.26,7.2,11.520000000000001,-117.0,-187.20000000000002,5.8,74.1,-32.20,-51.52
10/11/2016 12:33,10/20/2016 14:46,EURUSD,Buy,0.08,1.10870,1.10370,0.0000,-4.1800,-50.0,-44.18,-1.65,09:02:12:44,0.5,1h 5m,148.6,21.55,6.6,5.28,-142.0,-113.60000000000001,4.4,61.9,-56.60,-45.28
10/07/2016 21:00,10/10/2016 19:23,EURUSD,Sell,0.02,1.11820,1.11370,0.0000,0.0100,45.0,9.01,0.33,02:22:23:25,18.6,13h 5m,17.8,0.39,45.4,9.08,-17.8,-3.5600000000000005,71.8,99.4,-0.40,-0.08
10/07/2016 15:24,10/07/2016 18:31,EURUSD,Sell,0.04,1.11960,1.11500,0.0000,0.0000,46.0,18.40,0.68,00:03:07:17,,,,,,,,,,,,
10/07/2016 15:00,10/07/2016 18:31,EURUSD,Sell,0.02,1.11700,1.11500,0.0000,0.0000,20.0,4.00,0.15,00:03:31:24,,,,,,,,,,,,
10/07/2016 05:23,10/07/2016 14:30,EURUSD,Buy,0.08,1.11150,1.11670,0.0000,0.0000,52.0,41.60,1.56,00:09:06:59,77.8,7h 5m,23.5,0.03,75.5,60.400000000000006,-2.2,-1.7600000000000002,97.2,69.8,-23.50,-18.80
10/07/2016 01:17,10/07/2016 14:30,EURUSD,Buy,0.04,1.11400,1.11670,0.0000,0.0000,27.0,10.80,0.41,00:13:12:28,38.5,5h 5m,27.7,0.55,50.5,20.200000000000003,-27.7,-11.08,64.6,69.9,-23.50,-9.40
10/06/2016 16:54,10/07/2016 14:30,EURUSD,Buy,0.02,1.11650,1.11670,0.0000,-0.1000,2.0,0.30,0.01,00:21:35:24,13.7,2h 57m,52.7,2.07,25.5,5.1000000000000005,-52.7,-10.540000000000001,32.6,69.9,-23.50,-4.70
10/05/2016 01:50,10/06/2016 16:54,EURUSD,Sell,0.02,1.12100,1.11650,0.0000,0.0400,45.0,9.04,0.34,01:15:04:29,66.7,1d 2h ,20.4,0.35,53.0,10.600000000000001,-18.4,-3.6799999999999997,74.2,88.8,-8.00,-1.60
10/04/2016 17:51,10/04/2016 18:08,EURUSD,Sell,0.04,1.12230,1.11780,0.0000,0.0000,45.0,18.00,0.69,00:00:17:11,,,,,,,,,,,,
10/04/2016 17:40,10/04/2016 18:08,EURUSD,Sell,0.02,1.11980,1.11780,0.0000,0.0000,20.0,4.00,0.15,00:00:28:54,,,,,,,,,,,,
10/04/2016 11:42,10/04/2016 17:39,EURUSD,Buy,0.04,1.11620,1.12080,0.0000,0.0000,46.0,18.40,0.71,00:05:57:32,66.7,3h 58m,17.8,0.11,49.4,19.76,-5.3,-2.12,90.3,93.8,-3.40,-1.36
10/04/2016 08:09,10/04/2016 17:39,EURUSD,Buy,0.02,1.11870,1.12080,0.0000,0.0000,21.0,4.20,0.16,00:09:30:25,33.4,3h 10m,30.3,1.24,24.4,4.88,-30.3,-6.0600000000000005,44.6,93.8,-3.40,-0.68
09/30/2016 16:50,10/04/2016 08:09,EURUSD,Sell,0.02,1.12310,1.11860,0.0000,0.0200,45.0,9.02,0.35,03:15:19:00,26.2,22h 52m,12.6,0.15,57.6,11.520000000000001,-8.8,-1.7600000000000002,86.7,81.0,-12.60,-2.52
09/30/2016 09:23,09/30/2016 15:45,EURUSD,Buy,0.08,1.11750,1.12200,0.0000,0.0000,45.0,36.00,1.41,00:06:21:47,61.1,3h 53m,31.6,0.43,45.0,36.0,-19.2,-15.36,70.1,100.0,0.00,0.00
09/30/2016 09:13,09/30/2016 15:45,EURUSD,Buy,0.04,1.12000,1.12200,0.0000,0.0000,20.0,8.00,0.31,00:06:32:09,10.2,39m,44.2,2.21,20.0,8.0,-44.2,-17.680000000000003,31.2,100.0,0.00,0.00
09/29/2016 19:00,09/30/2016 15:45,EURUSD,Buy,0.02,1.12250,1.12200,0.0000,-0.1000,-5.0,-1.10,-0.04,00:20:45:41,0.0,0s,69.2,69.44,0.0,0.0,-69.2,-13.840000000000002,0.0,92.8,-5.00,-1.00
09/27/2016 16:50,09/29/2016 17:29,EURUSD,Buy,0.02,1.11960,1.12410,0.0000,-0.3900,45.0,8.61,0.34,02:00:39:36,96.4,1d 22h ,40.1,0.24,46.5,9.3,-11.2,-2.2399999999999998,80.6,97.4,-1.50,-0.30
09/26/2016 17:31,09/27/2016 13:52,EURUSD,Sell,0.04,1.12770,1.12320,0.0000,0.0300,45.0,18.03,0.72,00:20:20:32,100.0,20h 20m,13.4,0.02,51.2,20.480000000000004,0.0,0.0,100.0,87.9,-6.20,-2.48
09/26/2016 13:45,09/27/2016 13:52,EURUSD,Sell,0.02,1.12520,1.12320,0.0000,0.0100,20.0,4.01,0.16,01:00:07:15,58.4,14h 5m,21.7,0.75,26.2,5.24,-19.7,-3.94,57.1,86.5,-6.20,-1.24
09/22/2016 21:00,09/26/2016 12:53,EURUSD,Buy,0.02,1.12030,1.12480,0.0000,-0.2000,45.0,8.80,0.35,03:15:52:57,94.1,3d 10h ,19.7,0.16,45.0,9.0,-7.3,-1.46,86.0,100.0,0.00,0.00
